HGNC ID	Approved name	Ensembl ID(supplied by Ensembl)
HGNC:1486	calpain 9	ENSG00000135773
HGNC:1477	calpain 10	ENSG00000142330
HGNC:48839	CAPN10 divergent transcript	ENSG00000260942
HGNC:1478	calpain 11	ENSG00000137225
HGNC:13249	calpain 12	ENSG00000182472
HGNC:16663	calpain 13	ENSG00000162949
HGNC:16664	calpain 14	ENSG00000214711
HGNC:11182	calpain 15	ENSG00000103326
HGNC:1481	calpain small subunit 1	ENSG00000126247
HGNC:39562	calpain small subunit 1 pseudogene 1	ENSG00000215874
HGNC:16371	calpain small subunit 2	ENSG00000256812
HGNC:6743	cell cycle associated protein 1	ENSG00000135387
HGNC:21259	caprin family member 2	ENSG00000110888
HGNC:1487	calcyphosine	ENSG00000105519
HGNC:16471	calcyphosine 2	ENSG00000180881
HGNC:40769	CAPS2 antisense RNA 1	ENSG00000254451
HGNC:28375	calcyphosine like	ENSG00000152611
HGNC:1488	capping actin protein of muscle Z-line subunit alpha 1	ENSG00000116489
HGNC:1489	CAPZA1 pseudogene 1	ENSG00000230956
HGNC:54563	CAPZA1 pseudogene 2	ENSG00000225369
HGNC:54564	CAPZA1 pseudogene 3	ENSG00000213698
HGNC:54565	CAPZA1 pseudogene 4	ENSG00000233263
HGNC:54566	CAPZA1 pseudogene 5	ENSG00000270729
HGNC:1490	capping actin protein of muscle Z-line subunit alpha 2	ENSG00000198898
HGNC:24205	capping actin protein of muscle Z-line subunit alpha 3	ENSG00000177938
HGNC:1491	capping actin protein of muscle Z-line subunit beta	ENSG00000077549
HGNC:54734	CAPZB pseudogene 1	ENSG00000231723
HGNC:16394	caspase recruitment domain family member 6	ENSG00000132357
HGNC:17057	caspase recruitment domain family member 8	ENSG00000105483
HGNC:51408	CARD8 antisense RNA 1	ENSG00000268001
HGNC:16391	caspase recruitment domain family member 9	ENSG00000187796
HGNC:16422	caspase recruitment domain family member 10	ENSG00000100065
HGNC:16393	caspase recruitment domain family member 11	ENSG00000198286
HGNC:40766	CARD11 antisense RNA 1	ENSG00000237286
HGNC:16446	caspase recruitment domain family member 14	ENSG00000141527
HGNC:33701	caspase recruitment domain family member 16	ENSG00000204397
HGNC:33827	caspase recruitment domain family member 17	ENSG00000255221
HGNC:28861	caspase recruitment domain family member 18	ENSG00000255501
HGNC:28148	caspase recruitment domain family member 19	ENSG00000165233
HGNC:14435	calcium responsive transcription factor	ENSG00000138380
HGNC:17150	calcium regulated heat stable protein 1	ENSG00000153048
HGNC:55361	CARHSP1 divergent transcript	
HGNC:23393	coactivator associated arginine methyltransferase 1	ENSG00000142453
HGNC:23392	coactivator associated arginine methyltransferase 1 pseudogene 1	ENSG00000227835
HGNC:55102	coronary artery disease region linked MFGE8 regulatory lncRNA	ENSG00000260123
HGNC:21581	capping protein regulator and myosin 1 linker 1	ENSG00000079691
HGNC:27089	capping protein regulator and myosin 1 linker 2	ENSG00000159753
HGNC:20272	capping protein regulator and myosin 1 linker 3	ENSG00000186648
HGNC:42872	cardiac mesoderm enhancer-associated non-coding RNA	ENSG00000249669
HGNC:23435	carnosine N-methyltransferase 1	ENSG00000156017
HGNC:51188	CARNMT1 antisense RNA 1	ENSG00000203321
HGNC:29268	carnosine synthase 1	ENSG00000172508
HGNC:1493	cysteinyl-tRNA synthetase 1	ENSG00000110619
HGNC:40125	CARS1 antisense RNA 1	ENSG00000247473
HGNC:50477	cysteinyl-tRNA synthetase 1 pseudogene 1	ENSG00000271232
HGNC:50478	cysteinyl-tRNA synthetase 1 pseudogene 2	ENSG00000253756
HGNC:25695	cysteinyl-tRNA synthetase 2, mitochondrial	ENSG00000134905
HGNC:24323	CART prepropeptide	ENSG00000164326
HGNC:1495	symbol withdrawn, see [HGNC:2445](/data/gene-symbol-report/#!/hgnc_id/HGNC:2445)	
HGNC:1496	symbol withdrawn, see [HGNC:2447](/data/gene-symbol-report/#!/hgnc_id/HGNC:2447)	
HGNC:22933	cancer susceptibility 2	ENSG00000177640
HGNC:17040	CASC3 exon junction complex subunit	ENSG00000108349
HGNC:49076	cancer susceptibility 6	ENSG00000224944
HGNC:48905	symbol withdrawn, see [HGNC:3263](/data/gene-symbol-report/#!/hgnc_id/HGNC:3263)	
HGNC:45129	cancer susceptibility 8	ENSG00000246228
HGNC:48906	cancer susceptibility 9	ENSG00000249395
HGNC:48939	cancer susceptibility 11	ENSG00000249375
HGNC:28245	cancer susceptibility 15	ENSG00000272168
HGNC:48608	cancer susceptibility 16	ENSG00000249231
HGNC:43911	cancer susceptibility 17	ENSG00000260785
HGNC:49463	cancer susceptibility 18	ENSG00000257859
HGNC:49476	cancer susceptibility 19	ENSG00000254166
HGNC:49477	cancer susceptibility 20	ENSG00000229876
HGNC:49836	cancer susceptibility 21	
HGNC:50627	cancer susceptibility 22	ENSG00000260887
HGNC:50865	cancer susceptibility 23	ENSG00000255420
HGNC:16014	CAS1 domain containing 1	ENSG00000127995
HGNC:1497	calcium/calmodulin dependent serine protein kinase	ENSG00000147044
HGNC:40126	CASK antisense RNA 1	ENSG00000233033
HGNC:20879	CASK interacting protein 1	ENSG00000167971
HGNC:18200	CASK interacting protein 2	ENSG00000177303
HGNC:1498	calcium/calmodulin dependent serine protein kinase pseudogene 1	ENSG00000234059
HGNC:1499	caspase 1	ENSG00000137752
HGNC:43775	caspase 1 pseudogene 1	ENSG00000255430
HGNC:43776	caspase 1 pseudogene 2	ENSG00000254750
HGNC:43777	caspase 1 pseudogene 3	
HGNC:1503	caspase 2	ENSG00000106144
HGNC:1504	caspase 3	ENSG00000164305
HGNC:43596	caspase 3 pseudogene 1	ENSG00000237033
HGNC:1505	caspase 4	ENSG00000196954
HGNC:53657	caspase 4 like, pseudogene	ENSG00000235505
HGNC:1506	caspase 5	ENSG00000137757
HGNC:1507	caspase 6	ENSG00000138794
HGNC:1508	caspase 7	ENSG00000165806
HGNC:1509	caspase 8	ENSG00000064012
HGNC:1510	caspase 8 associated protein 2	ENSG00000118412
HGNC:1511	caspase 9	ENSG00000132906
HGNC:1500	caspase 10	ENSG00000003400
HGNC:19004	caspase 12 (gene/pseudogene)	ENSG00000204403
HGNC:1502	caspase 14	ENSG00000105141
HGNC:27290	caspase 16, pseudogene	ENSG00000228146
HGNC:1512	calsequestrin 1	ENSG00000143318
HGNC:1513	calsequestrin 2	ENSG00000118729
HGNC:1514	calcium sensing receptor	ENSG00000036828
HGNC:15878	Cas scaffold protein family member 4	ENSG00000087589
HGNC:1515	calpastatin	ENSG00000153113
HGNC:34423	cytosolic arginine sensor for mTORC1 subunit 1	ENSG00000239282
HGNC:37073	cytosolic arginine sensor for mTORC1 subunit 2	ENSG00000274070
HGNC:29954	CASTOR family member 3	ENSG00000239521
HGNC:26002	castor zinc finger 1	ENSG00000130940
HGNC:1516	catalase	ENSG00000121691
HGNC:1518	cathelicidin 1 (cyclic dodecapeptide, bactenin 1)-like	
HGNC:1524	cathelicidin pseudogene	
HGNC:25062	ciliogenesis associated TTC17 interacting protein	ENSG00000158428
HGNC:41080	CATIP antisense RNA 1	ENSG00000225062
HGNC:41079	CATIP antisense RNA 2	ENSG00000237281
HGNC:1525	CATR tumorigenicity conversion 1	
HGNC:17116	cation channel sperm associated 1	ENSG00000175294
HGNC:18810	cation channel sperm associated 2	ENSG00000166762
HGNC:31054	cation channel sperm associated 2 pseudogene 1	ENSG00000205771
HGNC:20819	cation channel sperm associated 3	ENSG00000152705
HGNC:23220	cation channel sperm associated 4	ENSG00000188782
HGNC:20500	cation channel sperm associated auxiliary subunit beta	ENSG00000133962
HGNC:28598	cation channel sperm associated auxiliary subunit delta	ENSG00000174898
HGNC:28491	catsper channel auxiliary subunit epsilon	ENSG00000179397
HGNC:25243	cation channel sperm associated auxiliary subunit gamma	ENSG00000099338
HGNC:19231	catsper channel auxiliary subunit zeta	ENSG00000219435
HGNC:1526	symbol withdrawn, see [HGNC:1527](/data/gene-symbol-report/#!/hgnc_id/HGNC:1527)	
HGNC:1527	caveolin 1	ENSG00000105974
HGNC:1528	caveolin 2	ENSG00000105971
HGNC:1529	caveolin 3	ENSG00000182533
HGNC:9688	caveolae associated protein 1	ENSG00000177469
HGNC:10690	caveolae associated protein 2	ENSG00000168497
HGNC:40517	CAVIN2 and TMEFF2 antisense RNA 1	ENSG00000233766
HGNC:9400	caveolae associated protein 3	ENSG00000170955
HGNC:33742	caveolae associated protein 4	ENSG00000170681
HGNC:28617	CACN subunit beta associated regulatory protein	ENSG00000099625
HGNC:55285	CBARP divergent transcript	
HGNC:1531	symbol withdrawn, see [HGNC:4206](/data/gene-symbol-report/#!/hgnc_id/HGNC:4206) and [HGNC:9936]/data/gene-symbol-report/#!/hgnc_id/HGNC:9936)	
HGNC:1532	symbol withdrawn, see [HGNC:4206](/data/gene-symbol-report/#!/hgnc_id/HGNC:4206)	
HGNC:1533	symbol withdrawn, see [HGNC:10472](/data/gene-symbol-report/#!/hgnc_id/HGNC:10472)	
HGNC:1534	symbol withdrawn, see [HGNC:10471](/data/gene-symbol-report/#!/hgnc_id/HGNC:10471)	
HGNC:1536	CBFA2/RUNX1 partner transcriptional co-repressor 2	ENSG00000078699
HGNC:1537	CBFA2/RUNX1 partner transcriptional co-repressor 3	ENSG00000129993
HGNC:1538	symbol withdrawn, see [HGNC:10473](/data/gene-symbol-report/#!/hgnc_id/HGNC:10473)	
HGNC:1539	core-binding factor subunit beta	ENSG00000067955
HGNC:13891	symbol withdrawn, see [HGNC:1540](/data/gene-symbol-report/#!/hgnc_id/HGNC:1540)	
HGNC:1541	Cbl proto-oncogene	ENSG00000110395
HGNC:1542	Cbl proto-oncogene B	ENSG00000114423
HGNC:15961	Cbl proto-oncogene C	ENSG00000142273
HGNC:4268	cobalamin binding intrinsic factor	ENSG00000134812
HGNC:21225	Cbl proto-oncogene like 1	ENSG00000105879
HGNC:55571	CBLL1 antisense RNA 1	
HGNC:55074	CBLL1 pseudogene 1	ENSG00000233433
HGNC:26371	Cbl proto-oncogene like 2	ENSG00000175809
HGNC:1543	cerebellin 1 precursor	ENSG00000102924
HGNC:1544	cerebellin 2 precursor	ENSG00000141668
HGNC:20146	cerebellin 3 precursor	ENSG00000139899
HGNC:16231	cerebellin 4 precursor	ENSG00000054803
HGNC:1545	symbol withdrawn, see [HGNC:9936](/data/gene-symbol-report/#!/hgnc_id/HGNC:9936)	
HGNC:14230	symbol withdrawn, see [HGNC:1546](/data/gene-symbol-report/#!/hgnc_id/HGNC:1546)	
HGNC:14231	symbol withdrawn, see [HGNC:1546](/data/gene-symbol-report/#!/hgnc_id/HGNC:1546)	
HGNC:1548	carbonyl reductase 1	ENSG00000159228
HGNC:1549	carbonyl reductase 3	ENSG00000159231
HGNC:43664	CBR3 antisense RNA 1	ENSG00000236830
HGNC:25891	carbonyl reductase 4	ENSG00000145439
HGNC:55540	CBR4 divergent transcript	
HGNC:1550	cystathionine beta-synthase	ENSG00000160200
HGNC:51829	cystathionine beta-synthase like	ENSG00000274276
HGNC:17134	COBW domain containing 1	ENSG00000172785
HGNC:17907	COBW domain containing 2	ENSG00000136682
HGNC:18519	COBW domain containing 3	ENSG00000196873
HGNC:18520	COBW domain containing 4, pseudogene	ENSG00000204778
HGNC:24584	COBW domain containing 5	ENSG00000147996
HGNC:31978	COBW domain containing 6	ENSG00000215126
HGNC:31977	symbol withdrawn, see [HGNC:31978](/data/gene-symbol-report/#!/hgnc_id/HGNC:31978)	
HGNC:1551	chromobox 1	ENSG00000108468
HGNC:38655	chromobox 1 pseudogene 1	ENSG00000230823
HGNC:38656	chromobox 1 pseudogene 2	ENSG00000214322
HGNC:38657	chromobox 1 pseudogene 3	ENSG00000237379
HGNC:38658	chromobox 1 pseudogene 4	ENSG00000214321
HGNC:21006	chromobox 1 pseudogene 5	ENSG00000231516
HGNC:1552	chromobox 2	ENSG00000173894
HGNC:1553	chromobox 3	ENSG00000122565
HGNC:33950	chromobox 3 pseudogene 1	ENSG00000177447
HGNC:42874	chromobox 3 pseudogene 2	ENSG00000266405
HGNC:42875	chromobox 3 pseudogene 3	ENSG00000250045
HGNC:42876	chromobox 3 pseudogene 4	ENSG00000256030
HGNC:42877	chromobox 3 pseudogene 5	ENSG00000257666
HGNC:42878	chromobox 3 pseudogene 6	ENSG00000228837
HGNC:42879	chromobox 3 pseudogene 7	ENSG00000197692
HGNC:42880	chromobox 3 pseudogene 8	ENSG00000254496
HGNC:42881	chromobox 3 pseudogene 9	ENSG00000217241
HGNC:1554	chromobox 4	ENSG00000141582
HGNC:1555	chromobox 5	ENSG00000094916
HGNC:38659	chromobox 5 pseudogene 1	ENSG00000241535
HGNC:1556	chromobox 6	ENSG00000183741
HGNC:1557	chromobox 7	ENSG00000100307
HGNC:15962	chromobox 8	ENSG00000141570
HGNC:1307	chibby family member 1, beta catenin antagonist	ENSG00000100211
HGNC:54769	CBY1 pseudogene 1	ENSG00000236832
HGNC:30720	chibby family member 2	ENSG00000174015
HGNC:33278	chibby family member 3	ENSG00000204659
HGNC:30237	coiled-coil and C2 domain containing 1A	ENSG00000132024
HGNC:29386	coiled-coil and C2 domain containing 1B	ENSG00000154222
HGNC:29253	coiled-coil and C2 domain containing 2A	ENSG00000048342
HGNC:31666	coiled-coil and C2 domain containing 2B	ENSG00000188649
HGNC:1558	symbol withdrawn, see [HGNC:3604](/data/gene-symbol-report/#!/hgnc_id/HGNC:3604)	
HGNC:1559	cataract, congenital, cerulean type, 1	
HGNC:1560	symbol withdrawn, see [HGNC:2398](/data/gene-symbol-report/#!/hgnc_id/HGNC:2398)	
HGNC:1561	chondrocalcinosis 1 (calcium pyrophosphate-deposition disease, early onset osteoarthritis)	
HGNC:1562	symbol withdrawn, see [HGNC:15492](/data/gene-symbol-report/#!/hgnc_id/HGNC:15492)	
HGNC:24236	cell division cycle and apoptosis regulator 1	ENSG00000060339
HGNC:23360	cell cycle and apoptosis regulator 2	ENSG00000158941
HGNC:1563	symbol withdrawn, see [HGNC:4204](/data/gene-symbol-report/#!/hgnc_id/HGNC:4204)	
HGNC:45128	colon cancer associated transcript 1	
HGNC:47044	colon cancer associated transcript 2	ENSG00000280997
HGNC:29426	collagen and calcium binding EGF domains 1	ENSG00000183287
HGNC:1566	coiled coil domain #	
HGNC:1567	symbol withdrawn, see [HGNC:10472](/data/gene-symbol-report/#!/hgnc_id/HGNC:10472)	
HGNC:23813	coiled-coil domain containing 3	ENSG00000151468
HGNC:18782	coiled-coil domain containing 6	ENSG00000108091
HGNC:26533	coiled-coil domain containing 7	ENSG00000216937
HGNC:25367	coiled-coil domain containing 8	ENSG00000169515
HGNC:24560	coiled-coil domain containing 9	ENSG00000105321
HGNC:33488	coiled-coil domain containing 9B	ENSG00000188549
HGNC:28332	coiled-coil domain containing 12	ENSG00000160799
HGNC:54595	CCDC12 pseudogene 1	ENSG00000226366
HGNC:26358	coiled-coil domain containing 13	ENSG00000244607
HGNC:41142	CCDC13 antisense RNA 1	ENSG00000173811
HGNC:25766	coiled-coil domain containing 14	ENSG00000175455
HGNC:25798	coiled-coil domain containing 15	ENSG00000149548
HGNC:54193	CCDC15 divergent transcript	ENSG00000285825
HGNC:26574	coiled-coil domain containing 17	ENSG00000159588
HGNC:30370	coiled-coil domain containing 18	ENSG00000122483
HGNC:52262	CCDC18 antisense RNA 1	ENSG00000223745
HGNC:28909	coiled-coil domain containing 22	ENSG00000101997
HGNC:28688	coiled-coil domain containing 24	ENSG00000159214
HGNC:25591	coiled-coil domain containing 25	ENSG00000147419
HGNC:28416	CCDC26 long non-coding RNA	ENSG00000229140
HGNC:26546	coiled-coil domain containing 27	ENSG00000162592
HGNC:21098	coiled-coil domain containing 28A	ENSG00000024862
HGNC:51715	CCDC28A antisense RNA 1	ENSG00000279968
HGNC:28163	coiled-coil domain containing 28B	ENSG00000160050
HGNC:26103	coiled-coil domain containing 30	ENSG00000186409
HGNC:28295	coiled-coil domain containing 32	ENSG00000128891
HGNC:26552	coiled-coil domain containing 33	ENSG00000140481
HGNC:25079	coiled-coil domain containing 34	ENSG00000109881
HGNC:44008	coiled-coil domain containing 34 pseudogene 1	ENSG00000250556
HGNC:26843	coiled-coil domain containing 38	ENSG00000165972
HGNC:25244	coiled-coil domain containing 39	
HGNC:41089	CCDC39 antisense RNA 1	ENSG00000243187
HGNC:26090	coiled-coil domain containing 40	ENSG00000141519
HGNC:26528	coiled-coil domain containing 42	ENSG00000161973
HGNC:26472	coiled-coil domain containing 43	ENSG00000180329
HGNC:24856	coiled-coil domain containing 47	ENSG00000108588
HGNC:18111	coiled-coil domain containing 50	ENSG00000152492
HGNC:25714	coiled-coil domain containing 51	ENSG00000164051
HGNC:30703	coiled-coil domain containing 54	ENSG00000138483
HGNC:27564	coiled-coil domain containing 57	ENSG00000176155
HGNC:25005	coiled-coil domain containing 59	ENSG00000133773
HGNC:28610	coiled-coil domain containing 60	ENSG00000183273
HGNC:33629	coiled-coil domain containing 61	ENSG00000104983
HGNC:30723	coiled-coil domain containing 62	ENSG00000130783
HGNC:26669	coiled-coil domain containing 63	ENSG00000173093
HGNC:29937	coiled-coil domain containing 65	ENSG00000139537
HGNC:27709	coiled-coil domain containing 66	ENSG00000180376
HGNC:24350	coiled-coil domain containing 68	ENSG00000166510
HGNC:24487	coiled-coil domain containing 69	ENSG00000198624
HGNC:25303	coiled-coil domain containing 70	ENSG00000123171
HGNC:25760	coiled-coil domain containing 71	ENSG00000177352
HGNC:26685	coiled-coil domain containing 71 like	ENSG00000253276
HGNC:23261	coiled-coil domain containing 73	ENSG00000186714
HGNC:25197	coiled-coil domain containing 74A	ENSG00000163040
HGNC:25267	coiled-coil domain containing 74B	ENSG00000152076
HGNC:51917	coiled-coil domain containing 74B pseudogene 1	ENSG00000250261
HGNC:28203	coiled-coil domain containing 77	ENSG00000120647
HGNC:14153	coiled-coil domain containing 78	ENSG00000162004
HGNC:30649	coiled-coil domain containing 80	ENSG00000091986
HGNC:26281	coiled-coil domain containing 81	ENSG00000149201
HGNC:26282	coiled-coil domain containing 82	ENSG00000149231
HGNC:28535	coiled-coil domain containing 83	ENSG00000150676
HGNC:29400	coiled-coil domain containing 85A	ENSG00000055813
HGNC:24926	coiled-coil domain containing 85B	ENSG00000175602
HGNC:35459	coiled-coil domain containing 85C	ENSG00000205476
HGNC:28359	coiled-coil domain containing 86	ENSG00000110104
HGNC:25579	coiled-coil domain containing 87	ENSG00000182791
HGNC:25523	coiled-coil domain containing 88A	ENSG00000115355
HGNC:26757	coiled-coil domain containing 88B	ENSG00000168071
HGNC:19967	coiled-coil domain containing 88C	ENSG00000015133
HGNC:55438	CCDC88C divergent transcript	
HGNC:26762	coiled-coil domain containing 89	ENSG00000179071
HGNC:28108	coiled-coil domain containing 90B	ENSG00000137500
HGNC:55505	CCDC90B antisense RNA 1	
HGNC:24855	coiled-coil domain containing 91	ENSG00000123106
HGNC:29563	coiled-coil domain containing 92	ENSG00000119242
HGNC:52279	coiled-coil domain containing 92B	ENSG00000261963
HGNC:25611	coiled-coil domain containing 93	ENSG00000125633
HGNC:26900	coiled-coil domain containing 96	ENSG00000173013
HGNC:28289	coiled-coil domain containing 97	ENSG00000142039
HGNC:28097	coiled-coil domain containing 102A	ENSG00000135736
HGNC:26295	coiled-coil domain containing 102B	ENSG00000150636
HGNC:32700	coiled-coil domain containing 103	ENSG00000167131
HGNC:26866	coiled-coil domain containing 105	ENSG00000160994
HGNC:30181	coiled-coil domain containing 106	ENSG00000173581
HGNC:28465	coiled-coil domain containing 107	ENSG00000159884
HGNC:28504	coiled-coil domain containing 110	ENSG00000168491
HGNC:28599	coiled-coil domain containing 112	ENSG00000164221
HGNC:25002	coiled-coil domain containing 113	ENSG00000103021
HGNC:28178	coiled-coil domain containing 115	ENSG00000136710
HGNC:26688	coiled-coil domain containing 116	ENSG00000161180
HGNC:26599	coiled-coil domain containing 117	ENSG00000159873
HGNC:28910	coiled-coil domain containing 120	ENSG00000147144
HGNC:25833	coiled-coil domain containing 121	ENSG00000176714
HGNC:55052	CCDC121 pseudogene 1	ENSG00000271400
HGNC:26478	coiled-coil domain containing 122	ENSG00000151773
HGNC:25171	coiled-coil domain containing 124	ENSG00000007080
HGNC:28924	coiled-coil domain containing 125	ENSG00000183323
HGNC:22398	coiled-coil domain containing 126	ENSG00000169193
HGNC:30520	coiled-coil domain containing 127	ENSG00000164366
HGNC:26185	coiled-coil domain containing 134	ENSG00000100147
HGNC:22225	coiled-coil domain containing 136	ENSG00000128596
HGNC:33451	coiled-coil domain containing 137	ENSG00000185298
HGNC:33459	coiled-coil domain containing 137 pseudogene	ENSG00000242609
HGNC:26531	coiled-coil domain containing 138	ENSG00000163006
HGNC:26514	CCDC140 long non-coding RNA	ENSG00000163081
HGNC:26821	coiled-coil domain containing 141	ENSG00000163492
HGNC:25889	coiled-coil domain containing 142	ENSG00000135637
HGNC:29072	coiled-coil domain containing 144A	ENSG00000170160
HGNC:26704	coiled-coil domain containing 144B (pseudogene)	ENSG00000154874
HGNC:29073	coiled-coil domain containing 144C, pseudogene	ENSG00000154898
HGNC:33735	CCDC144A N-terminal pseudogene	ENSG00000205212
HGNC:51340	CCDC144NL antisense RNA 1	ENSG00000233098
HGNC:29296	coiled-coil domain containing 146	ENSG00000135205
HGNC:25191	coiled-coil domain containing 148	ENSG00000153237
HGNC:44134	CCDC148 antisense RNA 1	ENSG00000227480
HGNC:25405	coiled-coil domain containing 149	ENSG00000181982
HGNC:26834	coiled-coil domain containing 150	ENSG00000144395
HGNC:50280	coiled-coil domain containing 150 pseudogene 1	
HGNC:34438	coiled-coil domain containing 152	ENSG00000198865
HGNC:27446	coiled-coil domain containing 153	ENSG00000248712
HGNC:34454	coiled-coil domain containing 154	ENSG00000197599
HGNC:33854	coiled-coil domain containing 157	ENSG00000187860
HGNC:26374	coiled-coil domain containing 158	ENSG00000163749
HGNC:26996	coiled-coil domain containing 159	ENSG00000183401
HGNC:37286	coiled-coil domain containing 160	ENSG00000203952
HGNC:21565	coiled-coil domain containing 162, pseudogene	ENSG00000203799
HGNC:27003	coiled-coil domain containing 163	ENSG00000280670
HGNC:41910	coiled-coil domain containing 166	ENSG00000255181
